Ch1 Amplitude,Ch2 Amplitude,Cluster
494.7434,607.2118,1
497.363464,641.300049,1
503.108673,674.3693,1
504.193054,576.2173,1
504.314148,581.5101,1
504.468231,692.8054,1
505.235748,536.842468,1
507.4191,600.7011,1
510.5561,481.216339,1
516.49,636.907837,1
517.187,597.976,1
517.5462,555.457031,1
518.188232,689.8891,1
523.934448,722.511536,1
526.6266,548.2906,1
527.132751,679.503,1
527.7983,661.618,1
529.053345,630.253662,1
529.175964,762.9646,1
529.974854,637.3772,1
532.268066,674.380737,1
532.6639,602.764832,1
534.3457,628.6272,1
534.6159,617.9646,1
535.302368,632.9984,1
535.924438,588.16925,1
536.8035,601.9801,1
536.97406,621.3871,1
537.0961,609.2968,1
537.8559,619.6425,1
538.2187,529.1261,1
538.5915,661.6637,1
539.1824,599.1303,1
540.184753,632.2443,1
541.206055,611.707031,1
543.318237,581.4401,1
543.4599,642.141968,1
544.5271,618.0931,1
546.0311,573.023438,1
546.1166,579.7222,1
546.9593,634.2259,1
547.266663,572.6562,1
548.3741,558.4298,1
548.9285,677.2528,1
549.158264,593.5198,1
549.350342,676.488953,1
549.355164,687.363159,1
549.8803,645.8835,1
550.200134,687.1066,1
550.5511,655.2046,1
550.855042,632.7114,1
551.2691,617.6553,1
552.027649,632.7387,1
552.2222,623.908,1
552.2392,719.524963,1
552.5646,563.011169,1
552.677856,633.043,1
552.7757,634.7443,1
553.334534,670.4359,1
553.4751,629.394,1
554.4433,635.288635,1
554.5331,589.1037,1
554.8523,568.133,1
555.1372,600.532532,1
555.155334,583.012939,1
555.538757,631.9883,1
555.577454,594.074,1
556.2217,640.7169,1
556.431641,635.619446,1
556.570068,656.895752,1
556.694458,607.66394,1
556.861938,601.8652,1
557.1717,554.555664,1
557.558167,617.8513,1
557.6331,638.816833,1
557.758545,568.6982,1
558.0082,671.6575,1
558.086,649.0677,1
558.573669,593.8311,1
558.895935,599.832947,1
559.0188,622.626465,1
559.6034,616.1137,1
561.0099,650.225037,1
561.0547,615.533569,1
561.191162,575.7929,1
561.230469,607.260559,1
561.2316,604.3453,1
561.4149,631.8206,1
561.8258,646.1257,1
561.864,593.8669,1
561.9335,666.5138,1
562.5123,691.2597,1
562.7374,667.1953,1
563.165,725.4113,1
564.181458,667.501465,1
564.411438,640.1414,1
564.6992,645.9377,1
564.7417,515.965942,1
565.081238,643.5324,1
565.1464,608.4953,1
565.273438,579.4327,1
565.3886,547.6866,1
565.4552,558.4495,1
566.407166,610.7619,1
566.5103,652.413269,1
566.5347,555.050049,1
567.008,575.306152,1
567.029236,616.263733,1
567.050964,609.7367,1
567.619934,630.747,1
567.8217,695.445068,1
567.972168,678.9799,1
568.0213,572.8803,1
568.1484,537.0055,1
568.1495,606.038635,1
568.39624,659.8437,1
568.505432,522.5967,1
568.7367,645.7486,1
568.852539,607.135742,1
568.9231,658.3438,1
568.947937,569.446655,1
569.1632,676.381653,1
569.7268,617.1487,1
