Ch1 Amplitude,Ch2 Amplitude,Cluster
447.981,529.3962,1
481.6599,572.8409,1
486.05896,567.014343,1
508.966217,618.9244,1
513.404846,551.785767,1
519.256042,542.645935,1
521.8155,512.3861,1
523.8944,545.755859,1
527.2834,553.076233,1
528.7721,503.048431,1
530.4117,467.912354,1
537.010437,510.1551,1
537.5493,506.4276,1
539.6521,451.653931,1
542.645264,521.1305,1
542.8754,492.421875,1
545.223145,492.1092,1
545.2981,471.9326,1
545.3118,572.5622,1
546.982,527.7483,1
547.1264,498.527252,1
548.507,506.742432,1
549.1331,652.7694,1
549.445435,519.842,1
550.998352,467.2588,1
551.2389,538.450439,1
551.3227,517.02356,1
551.9563,565.1007,1
552.492,527.2554,1
552.6501,540.855347,1
553.005249,435.269043,1
553.285034,511.049316,1
553.4421,516.7957,1
554.9677,515.8456,1
555.402466,461.818176,1
557.2697,530.8338,1
557.3852,471.7474,1
557.9941,487.29718,1
558.4983,489.321472,1
559.5171,618.7537,1
559.99585,458.1087,1
560.0453,588.507,1
561.8864,594.1709,1
562.7993,571.3273,1
563.025269,531.358948,1
563.2511,548.650757,1
565.064941,485.976868,1
565.2716,530.327148,1
565.274231,582.1688,1
565.8077,557.904541,1
566.5061,531.5351,1
568.106567,481.762329,1
570.5386,516.2497,1
570.949036,462.697754,1
571.0737,499.322021,1
571.9123,514.92,1
572.145142,497.046722,1
573.362732,583.3476,1
573.418,582.655334,1
573.6263,542.59314,1
574.0534,511.133636,1
574.3282,473.9962,1
574.677551,491.970764,1
574.7092,581.50824,1
575.2229,506.55368,1
575.4447,495.018372,1
576.869934,517.497559,1
578.0792,528.1264,1
578.281738,519.9611,1
578.411133,531.7789,1
578.4745,467.944855,1
578.713135,557.2675,1
578.9673,457.910431,1
579.0762,520.529358,1
579.1336,520.5335,1
579.1686,552.666931,1
579.238342,525.8215,1
579.279541,574.089355,1
579.3789,570.860046,1
579.3868,474.3418,1
579.5062,502.53952,1
579.576538,496.492279,1
579.752258,546.03064,1
579.7816,467.9229,1
580.0552,431.041046,1
580.091,505.958649,1
580.302063,446.2544,1
580.389648,586.8442,1
580.3934,580.285156,1
580.4316,468.522278,1
580.499939,514.58136,1
581.523865,420.5658,1
581.612366,652.9589,1
581.972839,515.0894,1
582.0527,463.527283,1
582.088562,542.1312,1
583.678,489.079041,1
584.042,512.3417,1
584.3262,560.385132,1
584.35675,567.2927,1
584.645569,520.0248,1
584.935669,416.545135,1
585.014465,542.8105,1
585.159363,567.7916,1
585.4498,545.8959,1
585.4724,475.8163,1
585.503357,498.401642,1
585.8891,569.717834,1
585.9593,524.211,1
586.3086,503.2264,1
586.3473,412.427643,1
586.4028,497.701843,1
586.4267,554.5713,1
586.6832,515.321167,1
586.933167,447.12088,1
587.2577,411.504333,1
587.313,498.494446,1
588.1925,472.5983,1
588.2939,513.5176,1
588.4688,549.5401,1
588.5549,469.0322,1
589.1827,615.8665,1
589.1956,478.464172,1
589.4188,551.8903,1
589.452759,467.780243,1
589.688965,546.363159,1
589.7841,508.081848,1
590.0446,580.7111,1
590.0862,470.43454,1
590.385254,526.3861,1
590.510254,454.0696,1
590.691,471.623138,1
590.7066,509.3184,1
590.7795,496.923676,1
590.9033,540.6937,1
591.074463,456.083344,1
591.1501,625.591858,1
591.1627,569.1773,1
591.345337,525.4777,1
591.610535,445.961823,1
591.9005,503.07132,1
592.2149,487.002747,1
592.565,464.206726,1
592.762451,466.678864,1
593.0276,571.81665,1
593.036438,460.129333,1
593.113342,518.3832,1
593.3193,516.1633,1
593.4618,506.878082,1
593.7553,589.7951,1
593.8261,441.5193,1
593.943054,498.969452,1
594.346436,585.3313,1
594.368164,583.208557,1
594.7808,573.9977,1
594.999268,506.63913,1
595.0166,461.493958,1
595.1874,545.2264,1
595.188232,450.143127,1
595.192139,523.136658,1
595.551636,466.93512,1
595.5527,461.484253,1
595.573242,469.8382,1
595.649963,472.009949,1
595.805847,461.385864,1
595.9395,488.616455,1
595.9962,445.749359,1
596.1606,529.7122,1
596.2132,482.5079,1
596.225037,537.5236,1
596.334,545.1156,1
596.422668,490.922974,1
596.4288,501.8809,1
596.7668,593.042969,1
596.8183,587.1476,1
596.921753,492.391541,1
597.167847,499.8926,1
597.256836,534.7829,1
597.5406,484.2982,1
597.764343,528.675964,1
598.0291,474.76004,1
598.127,515.843,1
598.178955,434.282349,1
598.2055,495.033,1
598.25885,425.783966,1
598.440247,566.2858,1
598.6632,545.0471,1
598.9383,517.201355,1
599.0198,544.1195,1
599.2782,572.519348,1
599.352234,490.03418,1
599.6654,556.9624,1
599.963,558.0873,1
600.04895,497.991028,1
