Ch1 Amplitude,Ch2 Amplitude,Cluster
701.98114,505.1599,1
721.9602,533.1331,1
753.176636,542.9562,1
753.4269,538.7699,1
759.6473,562.262268,1
760.4798,536.2292,1
766.150146,598.016541,1
768.672241,569.102356,1
769.692444,597.950256,1
775.2186,597.784546,1
777.456055,574.2861,1
778.349365,544.079468,1
779.176331,549.777,1
782.596069,582.2214,1
783.884338,619.427,1
784.346558,547.941467,1
784.6172,499.0571,1
786.199646,552.747864,1
786.7181,561.738831,1
788.118469,505.260559,1
788.2183,523.485168,1
788.833069,583.9937,1
788.9586,519.697754,1
789.0883,577.68866,1
789.3496,536.2606,1
790.923,549.398254,1
791.0745,583.1891,1
791.473938,480.547424,1
791.6391,534.548157,1
793.3546,512.698853,1
794.720459,666.6042,1
794.8912,538.750244,1
795.3261,605.569946,1
796.176453,484.963867,1
797.400146,550.8008,1
798.563354,512.9231,1
799.6661,466.397583,1
799.8978,478.931915,1
802.2675,522.080933,1
802.53064,564.742859,1
804.1839,534.1271,1
804.556641,552.7584,1
804.568054,621.2517,1
806.5474,635.4466,1
806.5705,540.907837,1
808.018555,498.446045,1
808.494446,532.6616,1
808.8917,540.798157,1
809.615967,521.0555,1
810.034363,509.679779,1
810.8645,534.765137,1
810.979858,509.456451,1
811.355164,564.479,1
811.394,501.215637,1
811.6187,544.7176,1
811.7121,591.497131,1
811.7288,650.584839,1
811.9108,611.5664,1
812.028442,467.8566,1
812.1334,551.4545,1
813.017334,558.720154,1
813.0456,637.5739,1
813.0931,517.263855,1
813.3096,487.251434,1
813.6725,559.4361,1
814.5685,618.4552,1
815.11084,549.4076,1
816.4471,518.9073,1
816.545654,632.5058,1
816.724243,660.3702,1
817.2703,471.946381,1
817.287354,610.9133,1
817.732056,627.977966,1
818.4079,534.8768,1
818.4192,556.0511,1
818.9987,474.4551,1
819.2582,553.2458,1
819.8978,598.279541,1
819.9164,616.319763,1
819.969055,548.740967,1
820.091248,594.7062,1
820.2305,563.6466,1
820.26886,559.9283,1
820.595154,577.1241,1
820.9592,612.488953,1
820.9727,606.310364,1
821.7592,583.344849,1
821.876343,608.282166,1
821.9944,551.5249,1
822.217,587.8243,1
822.2821,605.8267,1
822.465759,632.652,1
822.492,557.862244,1
822.5461,549.642944,1
823.35614,585.9742,1
823.421448,565.674866,1
823.4316,593.73645,1
823.481445,541.917664,1
823.5082,572.598633,1
823.5362,520.838257,1
824.2886,519.6888,1
824.527649,531.9187,1
824.653564,504.8674,1
824.7098,576.5514,1
824.7129,539.6451,1
824.76416,612.6156,1
825.267761,524.7744,1
825.773,512.0126,1
825.8977,547.5796,1
825.9207,664.3902,1
826.0685,579.6074,1
826.5719,552.0537,1
826.642334,582.493958,1
827.022461,607.0555,1
827.2202,568.9918,1
827.7848,623.5918,1
827.99585,499.005157,1
828.344666,545.9837,1
828.5273,656.2979,1
828.677,597.422852,1
829.2232,615.2198,1
829.394165,532.4734,1
829.898865,604.2574,1
830.164856,586.6028,1
830.916138,564.82074,1
831.189636,500.773651,1
831.29425,546.5837,1
831.3677,506.405731,1
831.575439,538.8535,1
831.7377,519.444946,1
832.1437,548.3994,1
832.1914,563.676636,1
832.918,525.6931,1
832.9183,580.064758,1
832.9189,590.2661,1
833.019165,692.7155,1
833.0468,543.8801,1
833.055664,553.6151,1
833.1302,480.327332,1
833.463562,589.178345,1
833.782959,612.5739,1
834.0523,591.324463,1
834.3907,517.838257,1
834.6397,560.86145,1
834.657532,568.232849,1
834.6984,519.2709,1
834.8218,513.7192,1
834.975464,659.4434,1
835.126343,578.115051,1
835.1951,560.8617,1
835.3173,501.8082,1
835.414856,683.0166,1
835.4443,540.5833,1
835.611145,585.283,1
835.68335,559.2608,1
835.7155,554.240845,1
835.816956,638.4405,1
835.9509,604.3449,1
836.213135,504.882477,1
836.2224,636.7075,1
836.6378,480.361847,1
836.652344,568.240356,1
836.8996,612.1922,1
837.2737,629.570557,1
837.48,504.947632,1
837.6417,456.388428,1
837.867,601.0309,1
838.0294,524.3996,1
838.651855,496.156372,1
838.8985,597.421143,1
838.9616,582.53894,1
839.16925,473.709381,1
839.3036,544.733,1
839.4581,591.3286,1
839.502258,574.4188,1
839.7169,672.886047,1
839.8864,544.837952,1
840.0288,602.182,1
840.0993,608.0959,1
840.458862,563.005066,1
840.574646,528.1625,1
840.7776,568.651245,1
840.786438,645.54126,1
841.2115,528.050659,1
841.289368,502.934357,1
841.3114,505.425873,1
841.6179,624.306335,1
841.8142,478.7866,1
841.8161,571.252747,1
841.8884,570.160767,1
841.951538,560.939331,1
841.9926,502.766083,1
841.9962,499.816467,1
842.3764,534.119934,1
842.4247,578.408447,1
842.4738,596.8281,1
842.7724,561.9521,1
842.838257,609.3967,1
843.1688,496.232758,1
843.3319,547.6131,1
843.356262,584.8415,1
